study_id,icd10_code
NCT06428006,F99-F99.9
NCT06428006,G35
NCT06428006,G47.0
NCT04693182,G00-G99.9
NCT04693182,F99-F99.9
NCT04693182,G47.2
NCT04675073,I51.6
NCT04675073,I45.9
NCT04675073,I46
NCT04675073,I51.9
NCT04675073,I49.9
NCT04675073,R00.0
NCT04675073,I20-I25.9
NCT04675073,I47.2
NCT00561405,I67.9
NCT00561405,G93.9
NCT00561405,G96.9
NCT00561405,G00-G99.9
NCT00561405,I51.6
NCT00561405,I64
NCT02657083,E70-E90.9
NCT02657083,E34.9
NCT02657083,E10-E14.9
NCT02657083,E10
NCT02657083,E16.2
NCT06181448,K00-K93.9
NCT06181448,K70-K77.9
NCT04312919,E66
NCT05578898,C00-D48.9
NCT05578898,N00-N99.9
NCT05578898,N32.9
NCT05578898,N39.9
NCT02523079,G00-G99.9
NCT02523079,F99-F99.9
NCT02523079,G47.0
NCT02523079,G47.2
NCT05504616,M89.9
NCT05504616,M45-M49.9
NCT05504616,M13.9
NCT05504616,M00-M25.9
NCT05504616,M24.6
NCT05504616,M46.9
NCT04711863,J12.9
NCT04711863,J18.9
NCT04711863,B34.9
NCT04711863,B34.2
NCT01593150,I49.9
NCT01593150,I51.9
NCT01593150,I51.6
NCT04397250,G00-G99.9
NCT04397250,G82.2
NCT04582409,I49.9
NCT04582409,I51.9
NCT04582409,I51.6
NCT03940937,E70-E90.9
NCT03940937,E34.9
NCT03940937,E10-E14.9
NCT03940937,E11
NCT05043727,G93.9
NCT05043727,G96.9
NCT05043727,G00-G99.9
NCT05043727,G31.9
NCT05043727,G20
NCT01037101,F41.9
NCT01037101,F99-F99.9
NCT01037101,F40
NCT06334978,R52.9
NCT06334978,S10-S19.9
NCT06334978,M89.9
NCT04256005,E10-E14.9
NCT04256005,E70-E90.9
NCT04256005,E34.9
NCT04256005,R73.9
NCT02038101,I51.6
NCT02845635,G00-G99.9
NCT02845635,G35
NCT03828656,F99-F99.9
NCT03828656,G00-G99.9
NCT03828656,G47.0
NCT03828656,F43.1
NCT02798237,I67.9
NCT02798237,G93.9
NCT02798237,G96.9
NCT02798237,G00-G99.9
NCT02798237,I51.6
NCT02798237,I64
NCT06130709,I49.9
NCT06130709,I51.9
NCT06130709,I51.6
NCT06130709,C00-D48.9
NCT06130709,D75.9
NCT05666674,G00-G99.9
NCT05666674,R25.1
NCT01271933,M60-M63.9
NCT01271933,M79.0
NCT01271933,G70.9
NCT01271933,G00-G99.9
NCT05758935,F99-F99.9
NCT05758935,F41.9
NCT01355523,C00-D48.9
NCT01355523,N60-N64.9
NCT01355523,F39
NCT01355523,F99-F99.9
NCT01355523,G00-G99.9
NCT03262233,F99-F99.9
NCT05707949,G93.9
NCT05707949,G96.9
NCT05707949,G00-G99.9
NCT05707949,G43
NCT00175773,G95.9
NCT00175773,G96.9
NCT00175773,G00-G99.9
NCT00175773,G90
NCT00175773,T09.3
NCT04039165,E70-E90.9
NCT05548218,E70-E90.9
NCT05548218,E34.9
NCT05548218,E10-E14.9
NCT05548218,E11
NCT01745471,C00-D48.9
NCT01745471,N00-N99.9
NCT01745471,E34.9
NCT01745471,E28.2
NCT01745471,E70-E90.9
NCT06539273,L63
NCT03565666,E10-E14.9
NCT03565666,E70-E90.9
NCT03565666,E34.9
NCT03565666,E10
NCT02156349,E70-E90.9
NCT02156349,E34.9
NCT02156349,E10-E14.9
NCT02156349,E11
NCT05424107,E10-E14.9
NCT05424107,E70-E90.9
NCT05424107,E34.9
NCT02465307,G00-G99.9
NCT02465307,F99-F99.9
NCT02465307,F05.9
NCT05842577,G93.9
NCT05842577,G96.9
NCT05842577,G00-G99.9
NCT05842577,G31.9
NCT05842577,G20
NCT04316598,F99-F99.9
NCT06481423,G00-G99.9
NCT06481423,F99-F99.9
NCT06481423,G47.0
NCT05347030,R73.9
NCT05347030,E70-E90.9
NCT05347030,E10-E14.9
NCT05347030,E34.9
NCT04133519,K63.9
NCT04133519,K00-K93.9
NCT04133519,K58
NCT04373161,J12.9
NCT04373161,J18.9
NCT04373161,B34.9
NCT04373161,B34.2
NCT02722824,G93.9
NCT02722824,G96.9
NCT02722824,G00-G99.9
NCT02722824,G31.9
NCT02722824,G20
NCT04000828,H44
NCT04000828,H40
NCT05154422,E70-E90.9
NCT05154422,T78.4
NCT04618952,I51.6
NCT04618952,I10-I15.9
NCT04335110,F03
NCT04335110,G93.9
NCT04335110,G96.9
NCT04335110,G00-G99.9
NCT04335110,G31.9
NCT04335110,F99-F99.9
NCT04335110,G30
NCT04191512,J00-J99.9
NCT04191512,G00-G99.9
NCT04191512,G47.3
NCT05906264,J44.9
NCT04661566,N00-N99.9
NCT04661566,A50-A64.9
NCT03877237,I51.9
NCT03877237,I51.6
NCT03877237,I50
NCT03610178,E70-E90.9
NCT03610178,E34.9
NCT03610178,N00-N99.9
NCT03610178,O24.4
NCT03610178,E10-E14.9
NCT05896332,F99-F99.9
NCT05896332,F10.2
NCT05896332,Z72.1
NCT06011473,C00-D48.9
NCT06011473,K00-K93.9
NCT06011473,K63.9
NCT04262960,J00-J99.9
NCT04262960,G00-G99.9
NCT04262960,G47.3
NCT02292433,E70-E90.9
NCT02292433,E34.9
NCT02292433,E10-E14.9
NCT02292433,E11
NCT04036422,I67.9
NCT04036422,G93.9
NCT04036422,G96.9
NCT04036422,G00-G99.9
NCT04036422,I51.6
NCT04036422,I64
NCT04036422,G81
NCT06091774,I51.6
NCT06091774,I20-I25.9
NCT06091774,I51.9
NCT04354337,M00-M25.9
NCT04354337,M79.0
NCT04354337,M13.9
NCT04354337,M08
NCT02986152,F99-F99.9
NCT02986152,F43.1
NCT06248034,M00-M25.9
NCT05085860,I49.9
NCT05085860,I51.9
NCT05085860,I51.6
NCT06129487,C00-D48.9
NCT06129487,Z72.1
NCT02360397,I51.6
NCT02360397,N00-N99.9
NCT02360397,I49.9
NCT02360397,I45.9
NCT02360397,O60
NCT02360397,I51.9
NCT02360397,I20-I25.9
NCT02360397,I49.3
NCT00833547,F99-F99.9
NCT00833547,F20
NCT02177747,H35.9
NCT02177747,H44
NCT02177747,I51.6
NCT02177747,E14.8
NCT02177747,E10-E14.9
NCT02177747,E34.9
NCT02177747,H36.0
NCT05836597,K30
NCT05967312,N39.9
NCT05967312,N00-N99.9
NCT03349918,I51.6
NCT03349918,I10-I15.9
NCT02402933,E70-E90.9
NCT02402933,E16.2
NCT04741685,E10-E14.9
NCT04741685,E70-E90.9
NCT04741685,E34.9
NCT04741685,E10
NCT02540707,N32.9
NCT02540707,N39.9
NCT02540707,N00-N99.9
NCT04621890,E10-E14.9
NCT04621890,E70-E90.9
NCT04621890,E34.9
NCT04621890,E10
NCT02996435,I49.9
NCT02996435,I51.9
NCT02996435,I51.6
NCT05725278,E83.1
NCT05725278,E70-E90.9
NCT05725278,D64.9
NCT05725278,D75.9
NCT05725278,D50
NCT05725278,E61.1
NCT04076306,D68.9
NCT04076306,D75.9
NCT04076306,D69.9
NCT04076306,D66
NCT06412237,I67.9
NCT06412237,G93.9
NCT06412237,G96.9
NCT06412237,G00-G99.9
NCT06412237,I51.6
NCT06412237,I64
NCT02651649,J00-J99.9
NCT02651649,G00-G99.9
NCT02651649,G47.3
NCT02653326,I51.6
NCT03541707,F39
NCT03541707,F99-F99.9
NCT04106271,R52.9
NCT05606770,I67.9
NCT05606770,G93.9
NCT05606770,G96.9
NCT05606770,G00-G99.9
NCT05606770,I51.6
NCT05606770,I64
NCT02772146,I51.9
NCT02772146,I51.6
NCT02772146,N39.9
NCT02772146,N00-N99.9
NCT02772146,I50
NCT01347398,J00-J99.9
NCT01347398,G00-G99.9
NCT01347398,G47.3
NCT05041660,R63.2
NCT05041660,F99-F99.9
NCT06476431,I67.9
NCT06476431,G93.9
NCT06476431,G96.9
NCT06476431,G00-G99.9
NCT06476431,I51.6
NCT06476431,I64
NCT06058468,I49.9
NCT06058468,I51.9
NCT06058468,I51.6
NCT04794114,G93.9
NCT04794114,G96.9
NCT04794114,G00-G99.9
NCT04737668,G93.9
NCT04737668,G96.9
NCT04737668,G00-G99.9
NCT03150030,E70-E90.9
NCT03150030,E34.9
NCT03150030,I51.9
NCT03150030,I51.6
NCT03150030,I49.9
NCT03150030,E10-E14.9
NCT03150030,E11
NCT03150030,E16.2
NCT06290414,K05.6
NCT05697484,E70-E90.9
NCT05697484,E34.9
NCT05697484,E10-E14.9
NCT05697484,E10
NCT03168685,D68.9
NCT03168685,D75.9
NCT03168685,D69.9
NCT03168685,D66
NCT04636398,N00-N99.9
NCT04636398,F39
NCT04636398,F99-F99.9
NCT06090747,C00-D48.9
NCT06090747,N60-N64.9
NCT05366556,F99-F99.9
NCT05366556,F41.9
NCT03155828,J00-J99.9
NCT03155828,G00-G99.9
NCT03155828,C00-D48.9
NCT03155828,N00-N99.9
NCT03155828,E34.9
NCT03155828,E28.2
NCT03155828,G47.3
NCT04839588,F99-F99.9
NCT03997331,E70-E90.9
NCT03997331,E34.9
NCT03997331,E10-E14.9
NCT03997331,E11
NCT03626610,C00-D48.9
NCT04714762,E70-E90.9
NCT04714762,E34.9
NCT04714762,N00-N99.9
NCT04714762,O24.4
NCT04714762,E10-E14.9
NCT02505698,C00-D48.9
NCT02505698,N60-N64.9
NCT06541353,I51.6
NCT06541353,I26
NCT04139551,G93.9
NCT04139551,G96.9
NCT04139551,G00-G99.9
NCT04139551,G31.9
NCT04139551,G52.9
NCT04139551,H44
NCT04139551,G20
NCT01819844,E70-E90.9
NCT01819844,R73.9
NCT06730048,N00-N99.9
NCT06730048,O14.9
NCT06150950,I51.9
NCT06150950,I51.6
NCT06150950,Q24.9
NCT06150950,Q89.9
NCT03501342,G00-G99.9
NCT03501342,G35
NCT04204486,M60-M63.9
NCT04204486,R52.9
NCT04419766,B50-B64.9
NCT04419766,B54
NCT04672057,G00-G99.9
NCT02982408,E70-E90.9
NCT02982408,E34.9
NCT02982408,E10-E14.9
NCT02982408,E11
NCT00701571,C00-D48.9
NCT00261898,E70-E90.9
NCT00261898,G00-G99.9
NCT00261898,F99-F99.9
NCT00261898,E66
NCT02579317,F99-F99.9
NCT05030636,E66
NCT05614583,F99-F99.9
NCT05614583,M00-M25.9
NCT05614583,F45
NCT02700880,I51.9
NCT02700880,I51.6
NCT02700880,I50
NCT05529732,F99-F99.9
NCT05529732,F41.9
NCT05698537,G93.9
NCT05698537,G96.9
NCT05698537,G00-G99.9
NCT05698537,G40
NCT05087121,G00-G99.9
NCT05087121,F99-F99.9
NCT05087121,G47.0
NCT05058092,M60-M63.9
NCT05058092,M79.0
NCT05058092,G70.9
NCT05058092,G00-G99.9
NCT03877224,I51.9
NCT03877224,I51.6
NCT03877224,I50
NCT04633759,G00-G99.9
NCT04633759,G35
NCT05742191,G93.9
NCT05742191,G96.9
NCT05742191,G00-G99.9
NCT05742191,R52.9
NCT05742191,G43
NCT05742191,R51
NCT04182594,C00-D48.9
NCT04182594,N50.9
NCT04182594,N00-N99.9
NCT04182594,N42.9
NCT04182594,I51.6
NCT04948307,F99-F99.9
NCT04256031,R52.9
NCT04256031,M25.5
NCT04256031,M00-M25.9
NCT04256031,M54.2
NCT04725526,I51.9
NCT04725526,I51.6
NCT04725526,I50
NCT03319940,C00-D48.9
NCT03397563,R52.9
NCT03397563,G93.9
NCT03397563,G96.9
NCT03397563,G00-G99.9
NCT03397563,G44.0
NCT03397563,R51
NCT05972486,G00-G99.9
NCT05972486,F99-F99.9
NCT05933941,M60-M63.9
NCT05933941,M79.0
NCT05933941,G70.9
NCT05933941,G00-G99.9
NCT05933941,R52.9
NCT05933941,M54.2
NCT04192136,G00-G99.9
NCT04192136,G93.9
NCT04192136,G96.9
NCT04192136,G95.9
NCT04192136,G31.9
NCT04192136,E70-E90.9
NCT04192136,R27.0
NCT06268808,E70-E90.9
NCT06268808,E34.9
NCT06268808,E10-E14.9
NCT06268808,E11
NCT06724679,R52.9
NCT06724679,M54
NCT06724679,M54.5
NCT06500650,F99-F99.9
NCT06188481,E10-E14.9
NCT06188481,E70-E90.9
NCT06188481,E34.9
NCT06188481,R73.9
NCT05983562,E70-E90.9
NCT05983562,E34.9
NCT05983562,E10-E14.9
NCT05983562,E11
NCT05983562,R73.9
NCT05777083,I20-I25.9
NCT05777083,I51.9
NCT05777083,I51.6
NCT04243226,G93.9
NCT04243226,G96.9
NCT04243226,G00-G99.9
NCT04243226,S00-S09.9
NCT04213547,E70-E90.9
NCT04213547,E34.9
NCT04213547,E10-E14.9
NCT04213547,E11
NCT02922530,G93.9
NCT02922530,G96.9
NCT02922530,G00-G99.9
NCT02922530,G31.9
NCT02922530,G20
NCT05146427,F39
NCT05146427,F99-F99.9
NCT04299165,J44.9
NCT04735835,I51.6
NCT04735835,I51.9
NCT02544321,E70-E90.9
NCT02544321,E34.9
NCT02544321,E10-E14.9
NCT02544321,E10
NCT05921552,C00-D48.9
NCT06018844,E70-E90.9
NCT06018844,E34.9
NCT06018844,E10-E14.9
NCT06018844,E10
NCT02249806,I51.6
NCT02249806,I10-I15.9
NCT04283617,E10-E14.9
NCT04283617,E70-E90.9
NCT04283617,E34.9
NCT04283617,E11
NCT02680522,G93.9
NCT02680522,G96.9
NCT02680522,G00-G99.9
NCT02680522,G31.9
NCT02680522,G20
NCT05714826,C00-D48.9
NCT05714826,N00-N99.9
NCT05714826,N32.9
NCT05714826,N39.9
NCT00917930,I51.9
NCT00917930,I51.6
NCT00917930,I20-I25.9
NCT02590796,G93.9
NCT02590796,G96.9
NCT02590796,G00-G99.9
NCT02590796,F99-F99.9
NCT02590796,F03
NCT02590796,F05.9
NCT03310203,E66
NCT02909725,E10-E14.9
NCT02909725,E70-E90.9
NCT02909725,E34.9
NCT02909725,N00-N99.9
NCT02909725,O24.4
NCT05482672,F39
NCT05482672,F99-F99.9
NCT05482672,M13.9
NCT05482672,M00-M25.9
NCT05482672,M79.0
NCT03284606,G00-G99.9
NCT03284606,G81
NCT03642951,G93.9
NCT03642951,G96.9
NCT03642951,G00-G99.9
NCT03642951,F95
NCT03642951,G31.9
NCT03642951,F99-F99.9
NCT03642951,F95.2
NCT03477734,I49.9
NCT03477734,I51.9
NCT03477734,I51.6
NCT05028192,E70-E90.9
NCT05028192,R64
NCT05670522,G93.9
NCT05670522,G96.9
NCT05670522,G00-G99.9
NCT00791492,E70-E90.9
NCT00791492,G70.9
NCT00791492,G00-G99.9
NCT00791492,G31.9
NCT00791492,G62.9
NCT00791492,E85.1
NCT00791492,E85
NCT06064630,G47.3
NCT06064630,J00-J99.9
NCT06064630,G00-G99.9
NCT05086120,F39
NCT05086120,F99-F99.9
NCT01804699,I42
NCT01804699,I51.9
NCT01804699,I51.6
NCT01804699,Q24.9
NCT01804699,Q89.9
NCT06796608,C00-D48.9
NCT04755816,I51.9
NCT04755816,I51.6
NCT04755816,I50
NCT06469749,F99-F99.9
NCT06527729,L63
NCT03001557,G93.9
NCT03001557,G96.9
NCT03001557,G00-G99.9
NCT03001557,G31.9
NCT03001557,F99-F99.9
NCT03001557,G30
NCT03001557,F03
NCT06090604,I67.9
NCT06090604,G93.9
NCT06090604,G96.9
NCT06090604,G00-G99.9
NCT06090604,I51.6
NCT06090604,I64
NCT06412510,C00-D48.9
NCT06412510,E34.9
NCT06412510,N00-N99.9
NCT00425659,J00-J99.9
NCT00425659,G00-G99.9
NCT00425659,G47.3
NCT06604208,G00-G99.9
NCT06604208,F99-F99.9
NCT06604208,G47.0
NCT02657070,G00-G99.9
NCT04949867,E70-E90.9
NCT04949867,E34.9
NCT04949867,E10-E14.9
NCT04949867,E10
NCT06286020,I67.9
NCT06286020,G93.9
NCT06286020,G96.9
NCT06286020,G00-G99.9
NCT06286020,I64
NCT06286020,I51.6
NCT06826534,I51.9
NCT06826534,I51.6
NCT06826534,I50
NCT02661321,J44.9
NCT03110315,G00-G99.9
NCT03110315,F99-F99.9
NCT03110315,G35
NCT03110315,G47.0
NCT00000547,I51.6
NCT00000547,I51.9
NCT00000547,I42
NCT06314022,C00-D48.9
NCT06314022,K00-K93.9
NCT06314022,K63.9
NCT05695235,E70-E90.9
NCT04315012,C00-D48.9
NCT04315012,N60-N64.9
NCT03654690,A50-A64.9
NCT03654690,B34.9
NCT03654690,N00-N99.9
NCT03654690,D84.9
NCT03654690,B24
NCT05781919,C00-D48.9
NCT03825952,A50-A64.9
NCT03825952,B34.9
NCT03825952,N00-N99.9
NCT03825952,D84.9
NCT03825952,B24
NCT02676024,I51.9
NCT02676024,I51.6
NCT02676024,I46
NCT04290078,R52.9
NCT04290078,M54
NCT04290078,M54.5
NCT06405360,N00-N99.9
NCT06405360,P05.9
NCT06405360,E40-E46.9
NCT04664608,G93.9
NCT04664608,G96.9
NCT04664608,G00-G99.9
NCT04664608,G40
NCT03782649,E70-E90.9
NCT03782649,E34.9
NCT03782649,E10-E14.9
NCT05866133,F99-F99.9
NCT05866133,E66
NCT05402761,G93.9
NCT05402761,G96.9
NCT05402761,G00-G99.9
NCT05402761,S00-S09.9
NCT05402761,F99-F99.9
NCT05402761,G47.0
NCT03564899,C00-D48.9
NCT03564899,N60-N64.9
NCT06042712,F99-F99.9
NCT03348982,F99-F99.9
NCT03348982,F84.0
NCT05197010,M54
NCT05197010,R52.9
NCT05197010,M54.5
NCT02418910,F39
NCT02418910,F99-F99.9
NCT02418910,F31
NCT01754181,E10-E14.9
NCT01754181,E70-E90.9
NCT01754181,E34.9
NCT01754181,E10
NCT02139098,G00-G99.9
NCT02139098,F99-F99.9
NCT02139098,G47.0
NCT05524987,E70-E90.9
NCT05524987,E34.9
NCT05524987,I51.6
NCT05524987,I10-I15.9
NCT05524987,E10-E14.9
NCT04624191,J84.9
NCT01588106,E10-E14.9
NCT01588106,E70-E90.9
NCT01588106,E34.9
NCT01588106,E11
NCT00291265,G93.9
NCT00291265,G96.9
NCT00291265,G00-G99.9
NCT00291265,G31.9
NCT00291265,G20
NCT05146466,N50.9
NCT05146466,N00-N99.9
NCT05146466,E34.9
NCT04911309,G00-G99.9
NCT04911309,G93.9
NCT04911309,G96.9
NCT03587181,I49.9
NCT03587181,I51.9
NCT03587181,I51.6
NCT05153356,G93.9
NCT05153356,G96.9
NCT05153356,G00-G99.9
NCT05153356,G31.9
NCT05153356,G20
NCT04186832,C00-D48.9
NCT02467205,M00-M25.9
NCT02467205,M79.0
NCT02467205,M13.9
NCT02467205,M06.9
NCT05138198,E70-E90.9
NCT05138198,F99-F99.9
NCT05138198,F43.1
NCT03054025,C00-D48.9
NCT03054025,N60-N64.9
NCT04861896,C00-D48.9
NCT04861896,N60-N64.9
NCT05511285,I67.9
NCT05511285,G93.9
NCT05511285,G96.9
NCT05511285,G00-G99.9
NCT05511285,I51.6
NCT05511285,I64
NCT06038188,I20-I25.9
NCT06038188,I51.9
NCT06038188,I51.6
NCT03713996,E70-E90.9
NCT03713996,E34.9
NCT03713996,G00-G99.9
NCT03713996,F99-F99.9
NCT03713996,G47.0
NCT03713996,E10-E14.9
NCT03713996,E11
NCT01799733,F39
NCT01799733,F99-F99.9
NCT03080194,F99-F99.9
NCT03080194,F20
NCT02719821,C00-D48.9
NCT02719821,D75.9
NCT02719821,I51.6
NCT02719821,D69.9
NCT02719821,C95
NCT02719821,C90.0
NCT02719821,C91
NCT02719821,D46
NCT04535583,F99-F99.9
NCT03828461,F42
NCT03828461,F41.9
NCT03828461,F99-F99.9
NCT05233579,G00-G99.9
NCT05233579,R27.0
NCT05233579,R25.1
NCT04548895,J12.9
NCT04548895,J18.9
NCT04548895,B34.9
NCT04548895,B34.2
NCT03715595,M00-M25.9
NCT03715595,M79.0
NCT03715595,M13.9
NCT03715595,M06.9
NCT00200941,G00-G99.9
NCT00200941,F99-F99.9
NCT05568446,F99-F99.9
NCT05568446,G00-G99.9
NCT05568446,F90
NCT06169657,I67.9
NCT06169657,G93.9
NCT06169657,G96.9
NCT06169657,G00-G99.9
NCT06169657,I51.6
NCT06169657,G95.9
NCT06169657,I64
NCT06169657,T09.3
NCT05782647,G00-G99.9
NCT05782647,G90
NCT05782647,R55
NCT04342403,T78.4
NCT04342403,D86
NCT06609174,I51.9
NCT06609174,I51.6
NCT06609174,I42
NCT01523795,E66
NCT05141578,G93.9
NCT05141578,G96.9
NCT05141578,G00-G99.9
NCT05141578,F99-F99.9
NCT05141578,F03
NCT04160078,E70-E90.9
NCT04160078,E34.9
NCT04160078,E10-E14.9
NCT04160078,E11
NCT04942041,I67.9
NCT04942041,G93.9
NCT04942041,G96.9
NCT04942041,G00-G99.9
NCT04942041,I51.6
NCT04942041,I64
NCT03811197,E66
NCT04968171,E70-E90.9
NCT04968171,E34.9
NCT04968171,E10-E14.9
NCT04756141,J12.9
NCT04756141,J18.9
NCT04756141,B34.9
NCT04756141,B34.2
NCT01714505,E70-E90.9
NCT01714505,E34.9
NCT01714505,E10-E14.9
NCT01714505,E10
NCT01348542,G00-G99.9
NCT01348542,F99-F99.9
NCT01348542,G47.0
NCT03313921,H44
NCT03313921,H52.1
NCT03313921,H52.2
NCT03313921,H52.7
NCT05268978,I51.9
NCT05268978,I51.6
NCT05268978,I50
NCT05496088,I49.9
NCT05496088,I51.9
NCT05496088,I51.6
NCT02896660,F99-F99.9
NCT04686526,R52.9
NCT04633668,G00-G99.9
NCT04633668,F99-F99.9
NCT03246568,I49.9
NCT03246568,I51.9
NCT03246568,I51.6
NCT02198677,R52.9
NCT02198677,M54.2
NCT04014998,R52.9
NCT04014998,M54.2
NCT03740698,E10-E14.9
NCT03740698,E70-E90.9
NCT03740698,E34.9
NCT03740698,E10
NCT03208348,F99-F99.9
NCT03208348,F41.9
NCT01172886,C00-D48.9
NCT01172886,N60-N64.9
NCT01172886,E70-E90.9
NCT01928914,B54
NCT01928914,B50-B64.9
NCT01928914,B51
NCT00401856,I51.9
NCT00401856,I51.6
NCT00401856,I42
NCT05200702,G00-G99.9
NCT05200702,E70-E90.9
NCT05200702,G71.0
NCT05200702,M60-M63.9
NCT05200702,M60
NCT05200702,G70.9
NCT05200702,E74.0
NCT05941091,N39.9
NCT05941091,N00-N99.9
NCT05941091,N18
NCT02531022,I20-I25.9
NCT02531022,I51.9
NCT02531022,I51.6
NCT02970669,I51.9
NCT02970669,I51.6
NCT02970669,I50
NCT02400710,F99-F99.9
NCT02400710,F43.1
NCT05092061,E66
NCT05269628,G00-G99.9
NCT05269628,G35
NCT05236075,J00-J99.9
NCT05236075,G00-G99.9
NCT05236075,G47.3
NCT03568500,F20
NCT03568500,F99-F99.9
NCT03968900,F99-F99.9
NCT04014400,Q89.9
NCT04014400,Q82.9
NCT05044442,E10-E14.9
NCT05044442,E70-E90.9
NCT05044442,E34.9
NCT05044442,E10
NCT01900873,J00-J99.9
NCT01900873,G00-G99.9
NCT01900873,R06.0
NCT01828255,H44
NCT01828255,H40
NCT06371599,R52.9
NCT03215485,E66
NCT02660385,I51.9
NCT02660385,I51.6
NCT02660385,G00-G99.9
NCT02660385,F99-F99.9
NCT02660385,G47.0
NCT02660385,I50
NCT05992545,E70-E90.9
NCT05992545,E34.9
NCT05992545,E10-E14.9
NCT05992545,E11
NCT03104205,E66
NCT02758002,I49.9
NCT02758002,I51.9
NCT02758002,I51.6
NCT01806883,I67.9
NCT01806883,G93.9
NCT01806883,G96.9
NCT01806883,G00-G99.9
NCT01806883,I51.6
NCT01806883,I64
NCT05723822,F99-F99.9
NCT06075914,G00-G99.9
NCT06075914,F99-F99.9
NCT02384226,I10-I15.9
NCT02384226,I51.6
NCT02384226,E10-E14.9
NCT02384226,E70-E90.9
NCT02384226,E34.9
NCT02384226,N00-N99.9
NCT02384226,O24.4
NCT02384226,O14.9
NCT03538756,G70.9
NCT03538756,G00-G99.9
NCT02748109,G93.9
NCT02748109,G96.9
NCT02748109,G00-G99.9
NCT02748109,S00-S09.9
NCT02693496,C00-D48.9
NCT03911609,M60-M63.9
NCT03911609,M79.0
NCT03911609,G70.9
NCT03911609,G00-G99.9
NCT03911609,G90
NCT06423963,C00-D48.9
NCT06423963,K00-K93.9
NCT06423963,K86.9
NCT06423963,E34.9
NCT05452577,G00-G99.9
NCT05452577,F99-F99.9
NCT05452577,G47.0
NCT05701267,F39
NCT05701267,F99-F99.9
NCT04841239,B50-B64.9
NCT04841239,B55
NCT04841239,B55.1
NCT03436628,E70-E90.9
NCT03436628,E34.9
NCT03436628,E10-E14.9
NCT03436628,E10
NCT06544018,T78.4
NCT06544018,L50
NCT06527092,F99-F99.9
NCT06527092,F41.9
NCT05527691,G95.9
NCT05527691,G96.9
NCT05527691,G00-G99.9
NCT05527691,T09.3
NCT01855126,G00-G99.9
NCT01855126,F99-F99.9
NCT06528262,I49.9
NCT06528262,I51.9
NCT06528262,I51.6
NCT04262596,H25-H28.9
NCT04262596,H44
NCT04262596,H26.9
NCT04434313,G00-G99.9
NCT02410252,C00-D48.9
NCT02410252,D75.9
NCT02410252,C91
NCT02410252,C95
NCT03005470,I51.6
NCT03005470,I10-I15.9
NCT06437132,G93.9
NCT06437132,G96.9
NCT06437132,G00-G99.9
NCT06437132,F99-F99.9
NCT06437132,F03
NCT06794840,F99-F99.9
NCT05849428,E70-E90.9
NCT05849428,E34.9
NCT05849428,E10-E14.9
NCT05849428,E11
NCT05661877,B34.9
NCT05661877,A99
NCT05661877,A90
NCT01990547,F99-F99.9
NCT01990547,F43.1
NCT06379074,F99-F99.9
NCT06379074,N00-N99.9
NCT06379074,F39
NCT06245174,G93.9
NCT06245174,G96.9
NCT06245174,G00-G99.9
NCT06245174,G31.9
NCT06245174,G20
NCT03507439,I51.9
NCT03507439,I51.6
NCT03507439,I50
NCT05566886,I20-I25.9
NCT05566886,I51.9
NCT05566886,I51.6
NCT00006170,F99-F99.9
NCT05057156,G93.9
NCT05057156,G96.9
NCT05057156,G00-G99.9
NCT05057156,G40
NCT03385187,J00-J99.9
NCT03385187,G00-G99.9
NCT03385187,G47.3
NCT06350721,H93.9
NCT06350721,H81.9
NCT05776966,F99-F99.9
NCT03360201,F99-F99.9
NCT05358210,I51.6
NCT05358210,G90
NCT05358210,G00-G99.9
NCT05358210,I95.1
NCT05358210,I95
NCT06354985,I67.9
NCT06354985,G93.9
NCT06354985,G96.9
NCT06354985,G00-G99.9
NCT06354985,I51.6
NCT06354985,I64
NCT04919083,S72
NCT05743296,I67.9
NCT05743296,G93.9
NCT05743296,G96.9
NCT05743296,G00-G99.9
NCT05743296,I51.6
NCT05743296,I64
NCT05188040,S59.9
NCT04625920,N00-N99.9
NCT02784925,K70-K77.9
NCT02784925,K00-K93.9
NCT03347695,I49.9
NCT03347695,I51.9
NCT03347695,I51.6
NCT03417349,I67.9
NCT03417349,G93.9
NCT03417349,G96.9
NCT03417349,G00-G99.9
NCT03417349,I51.6
NCT03417349,I64
NCT04633837,R52.9
NCT03215173,E70-E90.9
NCT03215173,E34.9
NCT03215173,I10-I15.9
NCT03215173,N00-N99.9
NCT03215173,O24.4
NCT03215173,O14.9
NCT03215173,O60
NCT03215173,I51.6
NCT03215173,E10-E14.9
NCT03972982,E10-E14.9
NCT03972982,E70-E90.9
NCT03972982,E34.9
NCT03972982,E11
NCT02437214,F99-F99.9
NCT02437214,F41.9
NCT05267756,R52.9
NCT05267756,M54
NCT05267756,M54.5
NCT03931083,N00-N99.9
NCT03931083,C00-D48.9
NCT04853810,E70-E90.9
NCT04853810,E34.9
NCT04853810,E10-E14.9
NCT04738279,I51.9
NCT04738279,I51.6
NCT04738279,I50
NCT03294512,I51.9
NCT03294512,I51.6
NCT03294512,I50
NCT03795103,I70
NCT03795103,I51.6
NCT03795103,I73.9
NCT06358378,I51.6
NCT06358378,I10-I15.9
NCT01505465,G00-G99.9
NCT01505465,F99-F99.9
NCT04568928,G95.9
NCT04568928,G96.9
NCT04568928,G00-G99.9
NCT04568928,T09.3
